City Key,City,State Province,Sales Territory
61383,Cross Timbers,Missouri,Plains
61384,Crosstown,Missouri,Plains
61385,Crystal City,Missouri,Plains
61386,Crystal Lake Park,Missouri,Plains
61387,Crystal Lakes,Missouri,Plains
61388,Cuba,Missouri,Plains
61389,Curryville,Missouri,Plains
61390,Dadeville,Missouri,Plains
61391,Dalton,Missouri,Plains
61392,Danville,Missouri,Plains
61393,Abington,Massachusetts[E],New England
61394,Accord,Massachusetts[E],New England
61395,Acton,Massachusetts[E],New England
61396,Acushnet,Massachusetts[E],New England
61397,Adams,Massachusetts[E],New England
61398,Agawam,Massachusetts[E],New England
61399,Alford,Massachusetts[E],New England
61400,Amesbury,Massachusetts[E],New England
61401,Amherst,Massachusetts[E],New England
61402,Andover,Massachusetts[E],New England
61403,Arlington,Massachusetts[E],New England
61404,Ashburnham,Massachusetts[E],New England
61405,Ashby,Massachusetts[E],New England
61406,Ashfield,Massachusetts[E],New England
61407,Ashland,Massachusetts[E],New England
61408,Assinippi,Massachusetts[E],New England
61409,Athol,Massachusetts[E],New England
61410,Attleboro,Massachusetts[E],New England
61411,Auburn,Massachusetts[E],New England
61412,Avon,Massachusetts[E],New England
61413,Ayer,Massachusetts[E],New England
61414,Baldwinville,Massachusetts[E],New England
61415,Ballardvale,Massachusetts[E],New England
61416,Barnstable,Massachusetts[E],New England
61417,Barre,Massachusetts[E],New England
61418,Becket,Massachusetts[E],New England
61419,Bedford,Massachusetts[E],New England
61420,Beechwood,Massachusetts[E],New England
61421,Belchertown,Massachusetts[E],New England
61422,Bellingham,Massachusetts[E],New England
61423,Belmont,Massachusetts[E],New England
61424,Berkley,Massachusetts[E],New England
61425,Berlin,Massachusetts[E],New England
61426,Bernardston,Massachusetts[E],New England
61427,Beverly,Massachusetts[E],New England
61428,Billerica,Massachusetts[E],New England
61429,Black Rock,Massachusetts[E],New England
61430,Blackstone,Massachusetts[E],New England
61431,Blandford,Massachusetts[E],New England
61432,Bliss Corner,Massachusetts[E],New England
61433,Bolton,Massachusetts[E],New England
61434,Bondsville,Massachusetts[E],New England
61435,Boston,Massachusetts[E],New England
61436,Bourne,Massachusetts[E],New England
61437,Boxford,Massachusetts[E],New England
61438,Braintree,Massachusetts[E],New England
61439,Brant Rock,Massachusetts[E],New England
61440,Brewster,Massachusetts[E],New England
61441,Bridgewater,Massachusetts[E],New England
61442,Brimfield,Massachusetts[E],New England
61443,Brockton,Massachusetts[E],New England
61444,Brookfield,Massachusetts[E],New England
61445,Brookline,Massachusetts[E],New England
61446,Brookville,Massachusetts[E],New England
61447,Buckland,Massachusetts[E],New England
61448,Burlington,Massachusetts[E],New England
61449,Buzzards Bay,Massachusetts[E],New England
61450,Cambridge,Massachusetts[E],New England
61451,Canton,Massachusetts[E],New England
61452,Carlisle,Massachusetts[E],New England
61453,Carver,Massachusetts[E],New England
61454,Caryville,Massachusetts[E],New England
61455,Centerville,Massachusetts[E],New England
61456,Charlemont,Massachusetts[E],New England
61457,Charlton,Massachusetts[E],New England
61458,Chatham,Massachusetts[E],New England
61459,Chelmsford,Massachusetts[E],New England
61460,Chelsea,Massachusetts[E],New England
61461,Cheshire,Massachusetts[E],New England
61462,Chester,Massachusetts[E],New England
61463,Chesterfield,Massachusetts[E],New England
61464,Chicopee,Massachusetts[E],New England
61465,Chilmark,Massachusetts[E],New England
61466,Clicquot,Massachusetts[E],New England
61467,Clinton,Massachusetts[E],New England
61468,Cochituate,Massachusetts[E],New England
61469,Cohasset,Massachusetts[E],New England
61470,Colrain,Massachusetts[E],New England
61471,Concord,Massachusetts[E],New England
61472,Conway,Massachusetts[E],New England
61473,Cordaville,Massachusetts[E],New England
61474,Cotuit,Massachusetts[E],New England
61475,Cummington,Massachusetts[E],New England
61476,Dalton,Massachusetts[E],New England
61477,Danvers,Massachusetts[E],New England
61478,Dedham,Massachusetts[E],New England
61479,Deerfield,Massachusetts[E],New England
61480,Dennis,Massachusetts[E],New England
61481,Dennis Port,Massachusetts[E],New England
61482,Devens,Massachusetts[E],New England
61483,Dighton,Massachusetts[E],New England
61484,Douglas,Massachusetts[E],New England
61485,Dover,Massachusetts[E],New England
61486,Dracut,Massachusetts[E],New England
61487,Dudley,Massachusetts[E],New England
61488,Dunstable,Massachusetts[E],New England
61489,Duxbury,Massachusetts[E],New England
61490,East Bridgewater,Massachusetts[E],New England
61491,East Brookfield,Massachusetts[E],New England
61492,East Dennis,Massachusetts[E],New England
61493,East Douglas,Massachusetts[E],New England
61494,East Falmouth,Massachusetts[E],New England
61495,East Harwich,Massachusetts[E],New England
61496,East Longmeadow,Massachusetts[E],New England
61497,East Pepperell,Massachusetts[E],New England
61498,East Sandwich,Massachusetts[E],New England
61499,East Walpole,Massachusetts[E],New England
61500,Eastham,Massachusetts[E],New England
61501,Easthampton,Massachusetts[E],New England
61502,Easton,Massachusetts[E],New England
61503,Edgartown,Massachusetts[E],New England
61504,Egypt,Massachusetts[E],New England
61505,Erving,Massachusetts[E],New England
61506,Essex,Massachusetts[E],New England
61507,Everett,Massachusetts[E],New England
61508,Fairhaven,Massachusetts[E],New England
61509,Fall River,Massachusetts[E],New England
61510,Falmouth,Massachusetts[E],New England
61511,Fayville,Massachusetts[E],New England
61512,Fiskdale,Massachusetts[E],New England
61513,Fitchburg,Massachusetts[E],New England
61514,Florida,Massachusetts[E],New England
61515,Forestdale,Massachusetts[E],New England
61516,Forge Village,Massachusetts[E],New England
61517,Foxborough,Massachusetts[E],New England
61518,Framingham,Massachusetts[E],New England
61519,Franklin,Massachusetts[E],New England
61520,Gardner,Massachusetts[E],New England
61521,Georgetown,Massachusetts[E],New England
61522,Gill,Massachusetts[E],New England
61523,Gleasondale,Massachusetts[E],New England
61524,Glenridge,Massachusetts[E],New England
61525,Gloucester,Massachusetts[E],New England
61526,Goshen,Massachusetts[E],New England
61527,Grafton,Massachusetts[E],New England
61528,Granby,Massachusetts[E],New England
61529,Graniteville,Massachusetts[E],New England
61530,Granville,Massachusetts[E],New England
61531,Great Barrington,Massachusetts[E],New England
61532,Green Harbor,Massachusetts[E],New England
61533,Greenbush,Massachusetts[E],New England
61534,Greenfield,Massachusetts[E],New England
61535,Groton,Massachusetts[E],New England
61536,Groveland,Massachusetts[E],New England
61537,Hadley,Massachusetts[E],New England
61538,Halifax,Massachusetts[E],New England
61539,Hamilton,Massachusetts[E],New England
61540,Hampden,Massachusetts[E],New England
61541,Hancock,Massachusetts[E],New England
61542,Hanover,Massachusetts[E],New England
61543,Hanover Center,Massachusetts[E],New England
61544,Hanson,Massachusetts[E],New England
61545,Harding,Massachusetts[E],New England
61546,Hardwick,Massachusetts[E],New England
61547,Harvard,Massachusetts[E],New England
61548,Harwich,Massachusetts[E],New England
61549,Harwich Port,Massachusetts[E],New England
61550,Hatfield,Massachusetts[E],New England
61551,Haverhill,Massachusetts[E],New England
61552,Hawley,Massachusetts[E],New England
61553,Hayden Row,Massachusetts[E],New England
61554,Heath,Massachusetts[E],New England
61555,Highland Lake,Massachusetts[E],New England
61556,Hingham,Massachusetts[E],New England
61557,Hinsdale,Massachusetts[E],New England
61558,Holbrook,Massachusetts[E],New England
61559,Holden,Massachusetts[E],New England
61560,Holland,Massachusetts[E],New England
61561,Holliston,Massachusetts[E],New England
61562,Holyoke,Massachusetts[E],New England
61563,Hopedale,Massachusetts[E],New England
61564,Hopkinton,Massachusetts[E],New England
61565,Housatonic,Massachusetts[E],New England
61566,Hubbardston,Massachusetts[E],New England
61567,Hudson,Massachusetts[E],New England
61568,Hull,Massachusetts[E],New England
61569,Humarock,Massachusetts[E],New England
61570,Huntington,Massachusetts[E],New England
61571,Hyannis,Massachusetts[E],New England
61572,Ipswich,Massachusetts[E],New England
61573,Islington,Massachusetts[E],New England
61574,Kent Park,Massachusetts[E],New England
61575,Kingston,Massachusetts[E],New England
61576,Lakeville,Massachusetts[E],New England
61577,Lancaster,Massachusetts[E],New England
61578,Lanesborough,Massachusetts[E],New England
61579,Lawrence,Massachusetts[E],New England
61580,Lee,Massachusetts[E],New England
61581,Leicester,Massachusetts[E],New England
61582,Lenox,Massachusetts[E],New England
61583,Leominster,Massachusetts[E],New England
61584,Leverett,Massachusetts[E],New England
61585,Lexington,Massachusetts[E],New England
61586,Leyden,Massachusetts[E],New England
61587,Liberty Plain,Massachusetts[E],New England
61588,Lincoln,Massachusetts[E],New England
61589,Littleton,Massachusetts[E],New England
61590,Littleton Common,Massachusetts[E],New England
61591,Longmeadow,Massachusetts[E],New England
61592,Lowell,Massachusetts[E],New England
61593,Ludlow,Massachusetts[E],New England
61594,Lunenburg,Massachusetts[E],New England
61595,Lynn,Massachusetts[E],New England
61596,Lynnfield,Massachusetts[E],New England
61597,Madaket,Massachusetts[E],New England
61598,Malden,Massachusetts[E],New England
61599,Manchester-by-the-Sea,Massachusetts[E],New England
61600,Mansfield,Massachusetts[E],New England
61601,Marblehead,Massachusetts[E],New England
61602,Marion,Massachusetts[E],New England
61603,Marlborough,Massachusetts[E],New England
61604,Marshfield,Massachusetts[E],New England
61605,Marshfield Center,Massachusetts[E],New England
61606,Marshfield Hills,Massachusetts[E],New England
61607,Marstons Mills,Massachusetts[E],New England
61608,Mashpee,Massachusetts[E],New England
61609,Mattapoisett,Massachusetts[E],New England
61610,Maynard,Massachusetts[E],New England
61611,Medfield,Massachusetts[E],New England
61612,Medford,Massachusetts[E],New England
61613,Melrose,Massachusetts[E],New England
61614,Mendon,Massachusetts[E],New England
61615,Merrimac,Massachusetts[E],New England
61616,Methuen,Massachusetts[E],New England
61617,Middleborough,Massachusetts[E],New England
61618,Middlefield,Massachusetts[E],New England
61619,Middleton,Massachusetts[E],New England
61620,Milford,Massachusetts[E],New England
61621,Millbury,Massachusetts[E],New England
61622,Millers Falls,Massachusetts[E],New England
61623,Millis,Massachusetts[E],New England
61624,Millville,Massachusetts[E],New England
61625,Milton,Massachusetts[E],New England
61626,Minot,Massachusetts[E],New England
61627,Monson,Massachusetts[E],New England
61628,Montague,Massachusetts[E],New England
61629,Monterey,Massachusetts[E],New England
61630,Montgomery,Massachusetts[E],New England
61631,Monument Beach,Massachusetts[E],New England
61632,Nabnasset,Massachusetts[E],New England
61633,Nahant,Massachusetts[E],New England
61634,Nantucket,Massachusetts[E],New England
61635,Natick,Massachusetts[E],New England
61636,Needham,Massachusetts[E],New England
61637,New Ashford,Massachusetts[E],New England
61638,New Bedford,Massachusetts[E],New England
61639,New Braintree,Massachusetts[E],New England
61640,New Marlborough,Massachusetts[E],New England
61641,New Salem,Massachusetts[E],New England
61642,New Seabury,Massachusetts[E],New England
61643,Newburyport,Massachusetts[E],New England
61644,Newton,Massachusetts[E],New England
61645,Norfolk,Massachusetts[E],New England
61646,North Abington,Massachusetts[E],New England
61647,North Adams,Massachusetts[E],New England
61648,North Amherst,Massachusetts[E],New England
61649,Velarde,New Mexico,Southwest
61650,Villanueva,New Mexico,Southwest
61651,Virden,New Mexico,Southwest
61652,Wagon Mound,New Mexico,Southwest
61653,Waterflow,New Mexico,Southwest
61654,Watrous,New Mexico,Southwest
61655,Weber City,New Mexico,Southwest
61656,Weed,New Mexico,Southwest
61657,Wheatland,New Mexico,Southwest
61658,White Rock,New Mexico,Southwest
61659,White Sands,New Mexico,Southwest
61660,White Signal,New Mexico,Southwest
61661,Whites City,New Mexico,Southwest
61662,Whitewater,New Mexico,Southwest
61663,Willard,New Mexico,Southwest
61664,Williamsburg,New Mexico,Southwest
61665,Wilna,New Mexico,Southwest
61666,Windmill,New Mexico,Southwest
61667,Wingate,New Mexico,Southwest
61668,Winston,New Mexico,Southwest
61669,Yah-ta-hey,New Mexico,Southwest
61670,Yates,New Mexico,Southwest
61671,Yeso,New Mexico,Southwest
61672,Youngsville,New Mexico,Southwest
61673,Zia Pueblo,New Mexico,Southwest
61674,Zuni Pueblo,New Mexico,Southwest
61675,Hayden,New Mexico,Southwest
61676,Pauls Crossroads,Virginia,Southeast
61677,Paytes,Virginia,Southeast
61678,Pearisburg,Virginia,Southeast
61679,Pembroke,Virginia,Southeast
61680,Pender,Virginia,Southeast
61681,Penhook,Virginia,Southeast
61682,Pennington Gap,Virginia,Southeast
61683,Petersburg,Virginia,Southeast
61684,Phenix,Virginia,Southeast
61685,Pimmit Hills,Virginia,Southeast
61686,Piney Mountain,Virginia,Southeast
61687,Piney River,Virginia,Southeast
61688,Pleasant Valley,Virginia,Southeast
61689,Pocahontas,Virginia,Southeast
61690,Pohick,Virginia,Southeast
61691,Poquoson,Virginia,Southeast
61692,Port Royal,Virginia,Southeast
61693,Portsmouth,Virginia,Southeast
61694,Potomac Mills,Virginia,Southeast
61695,Pound,Virginia,Southeast
61696,Powhatan,Virginia,Southeast
61697,Pratts,Virginia,Southeast
61698,Prices Fork,Virginia,Southeast
61699,Prince George,Virginia,Southeast
61700,Prospect,Virginia,Southeast
61701,Providence Forge,Virginia,Southeast
61702,Pulaski,Virginia,Southeast
61703,Pungoteague,Virginia,Southeast
61704,Purcellville,Virginia,Southeast
61705,Purdy,Virginia,Southeast
61706,Quantico,Virginia,Southeast
61707,Quantico Base,Virginia,Southeast
61708,Quinby,Virginia,Southeast
61709,Radford,Virginia,Southeast
61710,Raven,Virginia,Southeast
61711,Ravensworth,Virginia,Southeast
61712,Red Ash,Virginia,Southeast
61713,Reedville,Virginia,Southeast
61714,Remington,Virginia,Southeast
61715,Reston,Virginia,Southeast
61716,Rice,Virginia,Southeast
61717,Rich Creek,Virginia,Southeast
61718,Richlands,Virginia,Southeast
61719,Richmond,Virginia,Southeast
61720,Ridgeway,Virginia,Southeast
61721,Rileyville,Virginia,Southeast
61722,Riner,Virginia,Southeast
61723,Rio,Virginia,Southeast
61724,Rivanna,Virginia,Southeast
61725,Riverdale,Virginia,Southeast
61726,Riverton,Virginia,Southeast
61727,Roanoke,Virginia,Southeast
61728,Rockdell,Virginia,Southeast
61729,Rockwood,Virginia,Southeast
61730,Rocky Gap,Virginia,Southeast
61731,Rocky Mount,Virginia,Southeast
61732,Rose Hill,Virginia,Southeast
61733,Rose Hill Farms,Virginia,Southeast
61734,Round Hill,Virginia,Southeast
61735,Ruckersville,Virginia,Southeast
61736,Rural Retreat,Virginia,Southeast
61737,Rushmere,Virginia,Southeast
61738,Rustburg,Virginia,Southeast
61739,Ruther Glen,Virginia,Southeast
61740,Saint Charles,Virginia,Southeast
61741,Saint Paul,Virginia,Southeast
61742,Salem,Virginia,Southeast
61743,Saltville,Virginia,Southeast
61744,Saluda,Virginia,Southeast
61745,Sandston,Virginia,Southeast
61746,Sandy Level,Virginia,Southeast
61747,Sanford,Virginia,Southeast
61748,Savage Town,Virginia,Southeast
61749,Savageville,Virginia,Southeast
61750,Saxe,Virginia,Southeast
61751,Saxis,Virginia,Southeast
61752,Schuyler,Virginia,Southeast
61753,Scotland,Virginia,Southeast
61754,Scottsburg,Virginia,Southeast
61755,Scottsville,Virginia,Southeast
61756,Seaford,Virginia,Southeast
61757,Sebrell,Virginia,Southeast
61758,Sedley,Virginia,Southeast
61759,Selma,Virginia,Southeast
61760,Seven Corners,Virginia,Southeast
61761,Seven Mile Ford,Virginia,Southeast
61762,Shadwell,Virginia,Southeast
61763,Shawneeland,Virginia,Southeast
61764,Shawsville,Virginia,Southeast
61765,Shenandoah,Virginia,Southeast
61766,Shenandoah Farms,Virginia,Southeast
61767,Shenandoah Retreat,Virginia,Southeast
61768,Shenandoah Shores,Virginia,Southeast
61769,Sherando,Virginia,Southeast
61770,Shipman,Virginia,Southeast
61771,Short Pump,Virginia,Southeast
61772,Simpsons,Virginia,Southeast
61773,Skyland Estates,Virginia,Southeast
61774,Smithfield,Virginia,Southeast
61775,Snowville,Virginia,Southeast
61776,South Boston,Virginia,Southeast
61777,South Hill,Virginia,Southeast
61778,South Riding,Virginia,Southeast
61779,South Run,Virginia,Southeast
61780,Southampton Meadows,Virginia,Southeast
61781,Southern Gateway,Virginia,Southeast
61782,Southside Chesconessex,Virginia,Southeast
61783,Spencer,Virginia,Southeast
61784,Sperryville,Virginia,Southeast
61785,Spotsylvania,Virginia,Southeast
61786,Spotsylvania Courthouse,Virginia,Southeast
61787,Spring Creek,Virginia,Southeast
61788,Spring Garden,Virginia,Southeast
61789,Spring Grove,Virginia,Southeast
61790,Springfield,Virginia,Southeast
61791,Springville,Virginia,Southeast
61792,Stafford,Virginia,Southeast
61793,Stanardsville,Virginia,Southeast
61794,Stanley,Virginia,Southeast
61795,Stanleytown,Virginia,Southeast
61796,Starkey,Virginia,Southeast
61797,Staunton,Virginia,Southeast
61798,Stephens City,Virginia,Southeast
61799,Sterling,Virginia,Southeast
61800,Stevens Creek,Virginia,Southeast
61801,Stone Ridge,Virginia,Southeast
61802,Stonega,Virginia,Southeast
61803,Stony Creek,Virginia,Southeast
61804,Strasburg,Virginia,Southeast
61805,Stuart,Virginia,Southeast
61806,Stuarts Draft,Virginia,Southeast
61807,Sudley,Virginia,Southeast
61808,Suffolk,Virginia,Southeast
61809,Sugar Grove,Virginia,Southeast
61810,Sugarland Run,Virginia,Southeast
61811,Surry,Virginia,Southeast
61812,Susan,Virginia,Southeast
61813,Sussex,Virginia,Southeast
61814,Sutherland,Virginia,Southeast
61815,Sweet Briar Station,Virginia,Southeast
61816,Syria,Virginia,Southeast
61817,Tangier,Virginia,Southeast
61818,Tappahannock,Virginia,Southeast
61819,Tasley,Virginia,Southeast
61820,Tazewell,Virginia,Southeast
61821,Temperanceville,Virginia,Southeast
61822,Templeton,Virginia,Southeast
61823,The Plains,Virginia,Southeast
61824,Thynedale,Virginia,Southeast
61825,Timberlake,Virginia,Southeast
61826,Timberville,Virginia,Southeast
61827,Tiptop,Virginia,Southeast
61828,Toano,Virginia,Southeast
61829,Toga,Virginia,Southeast
61830,Toms Brook,Virginia,Southeast
61831,Trammel,Virginia,Southeast
61832,Triangle,Virginia,Southeast
61833,Triplet,Virginia,Southeast
61834,Troutdale,Virginia,Southeast
61835,Troutville,Virginia,Southeast
61836,Tuckahoe,Virginia,Southeast
61837,Twin Lakes,Virginia,Southeast
61838,Tysons Corner,Virginia,Southeast
61839,Union Hall,Virginia,Southeast
61840,Union Level,Virginia,Southeast
61841,Unionville,Virginia,Southeast
61842,University Center,Virginia,Southeast
61843,University Heights,Virginia,Southeast
61844,University of Virginia,Virginia,Southeast
61845,Urbanna,Virginia,Southeast
61846,Vansant,Virginia,Southeast
61847,Verona,Virginia,Southeast
61848,Vesta,Virginia,Southeast
61849,Vesuvius,Virginia,Southeast
61850,Victoria,Virginia,Southeast
61851,Vienna,Virginia,Southeast
61852,Vinton,Virginia,Southeast
61853,Virgilina,Virginia,Southeast
61854,Virginia Beach,Virginia,Southeast
61855,Volens,Virginia,Southeast
61856,Wachapreague,Virginia,Southeast
61857,Wakefield,Virginia,Southeast
61858,Walkerton,Virginia,Southeast
61859,Wallace,Virginia,Southeast
61860,Walters,Virginia,Southeast
61861,Warfield,Virginia,Southeast
61862,Warm Springs,Virginia,Southeast
61863,Warrenton,Virginia,Southeast
61864,Warsaw,Virginia,Southeast
61865,Washington,Virginia,Southeast
61866,Waterford,Virginia,Southeast
61867,Wattsville,Virginia,Southeast
61868,Waverly,Virginia,Southeast
61869,Waynesboro,Virginia,Southeast
61870,Weber City,Virginia,Southeast
61871,Weedonville,Virginia,Southeast
61872,Wellington,Virginia,Southeast
61873,West Falls Church,Virginia,Southeast
61874,West Gate,Virginia,Southeast
61875,West Point,Virginia,Southeast
61876,West Springfield,Virginia,Southeast
61877,Westlake Corner,Virginia,Southeast
61878,Weyers Cave,Virginia,Southeast
61879,Whaleyville,Virginia,Southeast
61880,White Stone,Virginia,Southeast
61881,Whitesville,Virginia,Southeast
61882,Whitetop,Virginia,Southeast
61883,Wicomico Church,Virginia,Southeast
61884,Wilderness,Virginia,Southeast
61885,Williamsburg,Virginia,Southeast
61886,Williamsville,Virginia,Southeast
61887,Wilsons,Virginia,Southeast
61888,Winchester,Virginia,Southeast
61889,Windsor,Virginia,Southeast
61890,Wintergreen,Virginia,Southeast
61891,Winterpock,Virginia,Southeast
61892,Wise,Virginia,Southeast
61893,Wolf Trap,Virginia,Southeast
61894,Woodbridge,Virginia,Southeast
61895,Woodburn,Virginia,Southeast
61896,Woodlake,Virginia,Southeast
61897,Woodlawn,Virginia,Southeast
61898,Woodstock,Virginia,Southeast
61899,Woolwine,Virginia,Southeast
61900,Wylliesburg,Virginia,Southeast
61901,Wyndham,Virginia,Southeast
61902,Wytheville,Virginia,Southeast
61903,Yale,Virginia,Southeast
61904,Yogaville,Virginia,Southeast
61905,Yorkshire,Virginia,Southeast
61906,Yorktown,Virginia,Southeast
61907,Zuni,Virginia,Southeast
61908,Villa Heights,Virginia,Southeast
61909,Abraham,Utah,Rocky Mountain
61910,Adamsville,Utah,Rocky Mountain
61911,Alpine,Utah,Rocky Mountain
61912,Alta,Utah,Rocky Mountain
61913,Altamont,Utah,Rocky Mountain
61914,Alton,Utah,Rocky Mountain
61915,Amalga,Utah,Rocky Mountain
61916,American Fork,Utah,Rocky Mountain
61917,Aneth,Utah,Rocky Mountain
61918,Angle,Utah,Rocky Mountain
61919,Annabella,Utah,Rocky Mountain
61920,Antimony,Utah,Rocky Mountain
61921,Apple Valley,Utah,Rocky Mountain
61922,Aurora,Utah,Rocky Mountain
61923,Avon,Utah,Rocky Mountain
61924,Axtell,Utah,Rocky Mountain
61925,Ballard,Utah,Rocky Mountain
61926,Bear River City,Utah,Rocky Mountain
61927,Beaver,Utah,Rocky Mountain
61928,Benjamin,Utah,Rocky Mountain
61929,Bennion,Utah,Rocky Mountain
61930,Benson,Utah,Rocky Mountain
61931,Beryl,Utah,Rocky Mountain
61932,Beryl Junction,Utah,Rocky Mountain
61933,Bicknell,Utah,Rocky Mountain
61934,Big Water,Utah,Rocky Mountain
61935,Birdseye,Utah,Rocky Mountain
61936,Blanding,Utah,Rocky Mountain
61937,Blue Creek,Utah,Rocky Mountain
61938,Bluebell,Utah,Rocky Mountain
61939,Bluff,Utah,Rocky Mountain
61940,Bluffdale,Utah,Rocky Mountain
61941,Bonanza,Utah,Rocky Mountain
61942,Bothwell,Utah,Rocky Mountain
61943,Boulder,Utah,Rocky Mountain
61944,Bountiful,Utah,Rocky Mountain
61945,Brian Head,Utah,Rocky Mountain
61946,Bridgeland,Utah,Rocky Mountain
61947,Brigham City,Utah,Rocky Mountain
61948,Bryce Canyon,Utah,Rocky Mountain
61949,Bryce Canyon City,Utah,Rocky Mountain
61950,Burmester,Utah,Rocky Mountain
61951,Burrville,Utah,Rocky Mountain
61952,Cache Junction,Utah,Rocky Mountain
61953,Caineville,Utah,Rocky Mountain
61954,Callao,Utah,Rocky Mountain
61955,Cannonville,Utah,Rocky Mountain
61956,Carbonville,Utah,Rocky Mountain
61957,Castle Dale,Utah,Rocky Mountain
61958,Castle Valley,Utah,Rocky Mountain
61959,Cedar,Utah,Rocky Mountain
61960,Cedar City,Utah,Rocky Mountain
61961,Cedar Fort,Utah,Rocky Mountain
61962,Cedar Hills,Utah,Rocky Mountain
61963,Centerfield,Utah,Rocky Mountain
61964,Centerville,Utah,Rocky Mountain
61965,Central,Utah,Rocky Mountain
61966,Central Valley,Utah,Rocky Mountain
61967,Charleston,Utah,Rocky Mountain
61968,Circleville,Utah,Rocky Mountain
61969,Cisco,Utah,Rocky Mountain
61970,Clarkston,Utah,Rocky Mountain
61971,Clawson,Utah,Rocky Mountain
61972,Clear Creek,Utah,Rocky Mountain
61973,Clear Lake,Utah,Rocky Mountain
61974,Clearfield,Utah,Rocky Mountain
61975,Cleveland,Utah,Rocky Mountain
61976,Clinton,Utah,Rocky Mountain
61977,Clive,Utah,Rocky Mountain
61978,Coalville,Utah,Rocky Mountain
61979,Colton,Utah,Rocky Mountain
61980,Columbia,Utah,Rocky Mountain
61981,Copperton,Utah,Rocky Mountain
61982,Corinne,Utah,Rocky Mountain
61983,Cornish,Utah,Rocky Mountain
61984,Cottonwood,Utah,Rocky Mountain
61985,Cottonwood Heights,Utah,Rocky Mountain
61986,Cove,Utah,Rocky Mountain
61987,Daniel,Utah,Rocky Mountain
61988,Delta,Utah,Rocky Mountain
61989,Deseret,Utah,Rocky Mountain
61990,Devils Slide,Utah,Rocky Mountain
61991,Deweyville,Utah,Rocky Mountain
61992,Draper,Utah,Rocky Mountain
61993,Duchesne,Utah,Rocky Mountain
61994,Dugway,Utah,Rocky Mountain
61995,Dutch John,Utah,Rocky Mountain
61996,Eagle Mountain,Utah,Rocky Mountain
61997,East Carbon,Utah,Rocky Mountain
61998,Echo,Utah,Rocky Mountain
61999,Eden,Utah,Rocky Mountain
62000,Elberta,Utah,Rocky Mountain
62001,Elk Ridge,Utah,Rocky Mountain
62002,Elmo,Utah,Rocky Mountain
62003,Elsinore,Utah,Rocky Mountain
62004,Elwood,Utah,Rocky Mountain
62005,Emery,Utah,Rocky Mountain
62006,Emory,Utah,Rocky Mountain
62007,Enoch,Utah,Rocky Mountain
62008,Enterprise,Utah,Rocky Mountain
62009,Ephraim,Utah,Rocky Mountain
62010,Erda,Utah,Rocky Mountain
62011,Escalante,Utah,Rocky Mountain
62012,Etna,Utah,Rocky Mountain
62013,Eureka,Utah,Rocky Mountain
62014,Fairfield,Utah,Rocky Mountain
62015,Fairview,Utah,Rocky Mountain
62016,Farmington,Utah,Rocky Mountain
62017,Farr West,Utah,Rocky Mountain
62018,Faust,Utah,Rocky Mountain
62019,Fayette,Utah,Rocky Mountain
62020,Ferron,Utah,Rocky Mountain
62021,Fielding,Utah,Rocky Mountain
62022,Fillmore,Utah,Rocky Mountain
62023,Flowell,Utah,Rocky Mountain
62024,Fort Duchesne,Utah,Rocky Mountain
62025,Fountain Green,Utah,Rocky Mountain
62026,Francis,Utah,Rocky Mountain
62027,Fremont,Utah,Rocky Mountain
62028,Fruit Heights,Utah,Rocky Mountain
62029,Fruita,Utah,Rocky Mountain
62030,Fruitland,Utah,Rocky Mountain
62031,Gandy,Utah,Rocky Mountain
62032,Garden,Utah,Rocky Mountain
62033,Garden City,Utah,Rocky Mountain
62034,Garland,Utah,Rocky Mountain
62035,Garrison,Utah,Rocky Mountain
62036,Genola,Utah,Rocky Mountain
62037,Gilluly,Utah,Rocky Mountain
62038,Glendale,Utah,Rocky Mountain
62039,Glenwood,Utah,Rocky Mountain
62040,Gold Hill,Utah,Rocky Mountain
62041,Goshen,Utah,Rocky Mountain
62042,Goshute,Utah,Rocky Mountain
62043,Grantsville,Utah,Rocky Mountain
62044,Green River,Utah,Rocky Mountain
62045,Greenville,Utah,Rocky Mountain
62046,Greenwich,Utah,Rocky Mountain
62047,Grouse Creek,Utah,Rocky Mountain
62048,Grover,Utah,Rocky Mountain
62049,Gunlock,Utah,Rocky Mountain
62050,Gunnison,Utah,Rocky Mountain
62051,Halls Crossing,Utah,Rocky Mountain
62052,Hamiltons Fort,Utah,Rocky Mountain
62053,Hanksville,Utah,Rocky Mountain
62054,Hanna,Utah,Rocky Mountain
62055,Harrisville,Utah,Rocky Mountain
62056,Hatch,Utah,Rocky Mountain
62057,Hatton,Utah,Rocky Mountain
62058,Heber City,Utah,Rocky Mountain
62059,Helper,Utah,Rocky Mountain
62060,Henefer,Utah,Rocky Mountain
62061,Henrieville,Utah,Rocky Mountain
62062,Herriman,Utah,Rocky Mountain
62063,Hiawatha,Utah,Rocky Mountain
62064,Hideout,Utah,Rocky Mountain
62065,Highland,Utah,Rocky Mountain
62066,Hildale,Utah,Rocky Mountain
62067,Hinckley,Utah,Rocky Mountain
62068,Holden,Utah,Rocky Mountain
62069,Holladay,Utah,Rocky Mountain
62070,Honeyville,Utah,Rocky Mountain
62071,Hooper,Utah,Rocky Mountain
62072,Howell,Utah,Rocky Mountain
62073,Hoytsville,Utah,Rocky Mountain
